0,5
0.1,5.14993750781203
0.2,5.29950024994048
0.3,5.4483143974208
0.4,5.59600799238518
0.5,5.74221187776357
0.6,5.88656061998402
0.7,6.02869342236635
0.8,6.16825502692595
0.9,6.30489660233369
1,6.43827661581261
1.1,6.56806168679198
1.2,6.69392742018511
1.3,6.81555921720812
1.4,6.93265306171307
1.5,7.04491628007
1.6,7.15206827269857
1.7,7.25384121542088
1.8,7.34998072888245
1.9,7.44024651436812
2,7.52441295442369
2.1,7.60226967678205
2.2,7.67362208018431
2.3,7.73829182078156
2.4,7.79611725790168
2.5,7.84695385806676
2.6,7.89067455625158
2.7,7.92717007347998
2.8,7.95634918996538
2.9,7.97813897311276
3,7.99248495981216
3.1,7.99935129256807
3.2,7.99872080912452
3.3,7.99059508536176
3.4,7.97499443135741
3.5,7.95195784062181
3.6,7.92154289263459
3.7,7.8838256089259
3.8,7.83890026306224
3.9,7.78687914501161
4,7.72789228047704
4.1,7.66208710590013
4.2,7.58962809994662
4.3,7.51069637239549
4.4,7.42548921145877
4.5,7.33421959066376
4.6,7.23711563653016
4.7,7.13442005837253
4.8,7.02638954165345
4.9,6.91329410640351
5,6.79541643231187
5.1,6.67305115217425
5.2,6.54650411546439
5.3,6.41609162386965
5.4,6.28213964070149
5.5,6.14498297615699
5.6,6.00496445046772
5.7,5.86243403702763
5.8,5.71774798764195
5.9,5.57126794208308
6,5.4233600241796
6.1,5.27439392669731
6.2,5.12474198729987
6.3,4.97477825789855
6.4,4.82487756971726
6.5,4.67541459640967
6.6,4.52676291757026
6.7,4.3792940849798
6.8,4.23337669391951
6.9,4.08937546187471
7,3.94765031693114
7.1,3.80855549814212
7.2,3.67243867011544
7.3,3.5396400540329
7.4,3.41049157727452
7.5,3.28531604377297
7.6,3.16442632717184
7.7,3.0481245888045
7.8,2.93670152244808
7.9,2.83043562774046
8,2.72959251407622
8.1,2.63442423672142
8.2,2.54516866680677
8.3,2.46204889677366
8.4,2.38527268275924
8.5,2.31503192531425
8.6,2.25150218975164
8.7,2.19484226732465
8.8,2.14519377833145
8.9,2.10268081813808
9,2.06740964700471
9.1,2.03946842449029
9.2,2.01892698909961
9.3,2.00583668372336
9.4,2.0002302273077
9.5,2.00212163307387
9.6,2.01150617349248
9.7,2.02836039209986
9.8,2.052642162127
9.9,2.08429079179454
10,2.12322717601058
10.1,2.16935399409228
10.2,2.2225559530168
10.3,2.28270007559389
10.4,2.34963603283954
10.5,2.42319651972022
10.6,2.5031976733283
10.7,2.58943953244353
10.8,2.68170653733204
10.9,2.77976806853332
11,2.88337902328882
11.1,2.99228042817121
11.2,3.10620008638304
11.3,3.22485325810697
11.4,3.34794337220709
11.5,3.47516276750222
11.6,3.60619346175873
11.7,3.74070794648042
11.8,3.87837000550929
11.9,4.01883555539078
12,4.16175350540322
12.1,4.30676663510182
12.2,4.45351248718371
12.3,4.60162427344245
12.4,4.75073179154751
12.5,4.90046235035733
12.6,5.05044170145305
12.7,5.20029497456467
12.8,5.34964761455148
12.9,5.49812631759487
13,5.64535996426345
13.1,5.79098054711833
13.2,5.93462409054013
13.3,6.0759315604784
13.4,6.21454976184979
13.5,6.35013222134185
13.6,6.48234005341582
13.7,6.61084280734403
13.8,6.7353192931646
13.9,6.85545838448907
14,6.97095979615637
14.1,7.08153483478929
14.2,7.18690712037763
14.3,7.28681327708423
14.4,7.38100359154746
14.5,7.46924263703452
14.6,7.55130986188569
14.7,7.62700014077865
14.8,7.69612428743488
14.9,7.75850952748691
15,7.81399993032422
15.1,7.86245679883854
15.2,7.90375901609446
15.3,7.9378033480586
15.4,7.964504701631
15.5,7.98379633733353
15.6,7.99563003612382
15.7,7.99997621991776
15.8,7.99682402551932
15.9,7.98618133177286
16,7.96807473987015
16.1,7.9425495068612
16.2,7.90966943253526
16.3,7.86951669995453
16.4,7.82219167003932
16.5,7.76781263071802
16.6,7.70651550126888
16.7,7.63845349259259
16.8,7.56379672426484
16.9,7.48273179932595
17,7.39546133787047
17.1,7.30220347060246
17.2,7.20319129362234
17.3,7.098672285808
17.4,6.98890769024655
17.5,6.87417186126258
17.6,6.75475157867529
17.7,6.63094533099826
17.8,6.50306256937365
17.9,6.37142293410547
18,6.23635545572527
18.1,6.09819773258723
18.2,5.95729508704806
18.3,5.8139997023409
0,5
0.1,5.14993750781203
0.2,5.29950024994048
0.3,5.4483143974208
0.4,5.59600799238518
0.5,5.74221187776357
0.6,5.88656061998402
0.7,6.02869342236635
0.8,6.16825502692595
0.9,6.30489660233369
1,6.43827661581261
1.1,6.56806168679198
1.2,6.69392742018511
1.3,6.81555921720812
1.4,6.93265306171307
1.5,7.04491628007
1.6,7.15206827269857
1.7,7.25384121542088
1.8,7.34998072888245
1.9,7.44024651436812
2,7.52441295442369
2.1,7.60226967678205
2.2,7.67362208018431
2.3,7.73829182078156
2.4,7.79611725790168
2.5,7.84695385806676
2.6,7.89067455625158
2.7,7.92717007347998
2.8,7.95634918996538
2.9,7.97813897311276
3,7.99248495981216
3.1,7.99935129256807
3.2,7.99872080912452
3.3,7.99059508536176
